time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1987-10-02T02:33:01.500Z,45.7343333,-122.581,18.132,2.6,md,44,60,,0.19,uw,uw10223158,2016-07-24T20:21:09.130Z,"2 km W of Brush Prairie, Washington",earthquake,0.52,1.26,0.05,21,reviewed,uw,uw
1987-06-30T02:04:26.950Z,44.9645,-120.9928333,7.971,2.8,md,22,133,0.374,0.35,uw,uw10223063,2016-07-24T20:15:28.760Z,"19 km WSW of Shaniko, Oregon",earthquake,1.082,3.72,0.1,9,reviewed,uw,uw
1985-11-22T22:27:02.340Z,45.1378333,-122.6161667,24.337,3,md,47,107,,0.37,uw,uw10200148,2016-07-24T19:43:31.710Z,"3 km WSW of Molalla, Oregon",earthquake,1.379,0.91,0.08,19,reviewed,uw,uw
1985-06-22T02:36:58.140Z,44.8246667,-121.1561667,21.882,2.8,md,18,166,0.4966,0.35,uw,uw10198378,2016-07-24T19:33:30.510Z,"11 km NE of Warm Springs, Oregon",earthquake,1.929,1.34,0.14,5,reviewed,uw,uw
1985-06-07T09:19:09.640Z,45.6843333,-122.7833333,19.028,2.8,md,31,73,,0.17,uw,uw10196863,2016-07-24T19:32:37.820Z,"6 km WSW of Felida, Washington",earthquake,0.531,1.24,0.1,18,reviewed,uw,uw
1985-04-11T20:00:37.340Z,45.1588333,-122.7335,25.453,2.7,md,27,198,0.3613,0.35,uw,uw10186848,2016-07-24T19:21:38.100Z,"6 km ESE of Hubbard, Oregon",earthquake,2.058,1.11,0.08,13,reviewed,uw,uw
1984-12-11T06:34:49.240Z,45.4776667,-122.7948333,24.927,2.5,md,38,200,,0.24,uw,uw10182053,2016-07-24T23:36:02.900Z,"1 km SSE of Beaverton, Oregon",earthquake,1.181,0.55,0.07,5,reviewed,uw,uw
1984-11-17T12:33:35.930Z,45.0546667,-122.5053333,19.26,2.5,md,44,215,0.4086,0.36,uw,uw10183113,2016-07-24T23:35:25.820Z,"11 km SSE of Molalla, Oregon",earthquake,2.717,1.1,0.11,5,reviewed,uw,uw
1984-05-07T07:12:02.220Z,45.3125,-121.5936667,14.574,2.9,md,43,105,0.1626,0.38,uw,uw10174293,2016-07-24T23:25:32.270Z,"11 km NE of Wapanitia, Oregon",earthquake,1.092,1.39,0.12,14,reviewed,uw,uw
1984-03-04T11:01:09.780Z,45.048,-122.6593333,11.983,2.8,md,34,234,0.2962,0.33,uw,uw10171913,2016-07-24T23:21:45.880Z,"0 km NE of Scotts Mills, Oregon",earthquake,2.315,2.24,0.11,7,reviewed,uw,uw
1983-12-01T21:39:07.050Z,45.2143333,-122.5728333,18.394,2.6,md,30,196,,0.3,uw,uw10168043,2016-07-24T23:14:48.470Z,"1 km SE of Mulino, Oregon",earthquake,1.342,1.26,0.17,5,reviewed,uw,uw
1983-05-11T20:20:27.570Z,45.6188333,-122.833,-0.859,2.6,md,24,228,,0.19,uw,uw10160603,2016-07-24T23:02:17.170Z,"7 km NNE of Bethany, Oregon",earthquake,0.17,0.16,0.08,5,reviewed,uw,uw
1983-02-23T05:39:44.480Z,45.3666667,-121.7041667,3.521,2.7,md,32,112,,0.37,uw,uw10152633,2016-07-24T22:58:08.170Z,"8 km NNE of Government Camp, Oregon",earthquake,2.905,11.83,0.08,3,reviewed,uw,uw
1982-08-18T11:50:37.500Z,45.3716667,-121.6966667,4.13,3.4,md,38,26,,0.26,uw,uw10143528,2016-07-24T22:48:31.150Z,"8 km NNE of Government Camp, Oregon",earthquake,0.611,1.13,0.04,11,reviewed,uw,uw
1982-08-10T22:54:59.370Z,45.4351667,-121.6233333,0.646,2.5,md,25,81,,0.27,uw,uw10138253,2016-07-24T22:47:24.490Z,"9 km SSW of Parkdale, Oregon",explosion,0.895,1.07,0.07,2,reviewed,uw,uw
1981-11-08T07:54:01.060Z,45.6005,-122.469,5.618,2.5,md,39,82,,0.18,uw,uw10121658,2016-07-24T22:27:02.880Z,"5 km SSE of Mill Plain, Washington",earthquake,0.369,0.61,0.12,13,reviewed,uw,uw
1981-07-02T18:16:14.030Z,45.2621667,-121.4328333,4.915,2.6,md,6,180,0.1783,0.12,uw,uw10112078,2016-07-24T22:17:23.100Z,"11 km W of Pine Hollow, Oregon",earthquake,0.935,1.47,0.05,5,reviewed,uw,uw
1981-06-22T07:41:54.090Z,44.5186667,-123.8868333,57.971,2.65,md,38,283,,0.32,uw,uw10114068,2016-07-24T22:16:41.840Z,"12 km SSE of Toledo, Oregon",earthquake,2.06,3.04,0.117,20,reviewed,uw,uw
1980-09-28T20:25:32.210Z,44.7543333,-123.7301667,19.767,2.8,md,13,247,0.5801,0.31,uw,uw10089033,2016-07-24T21:46:29.890Z,"15 km ENE of Siletz, Oregon",earthquake,2.786,1.47,0.39,8,reviewed,uw,uw
1980-07-08T18:39:46.770Z,45.3256667,-121.6783333,6.489,2.9,md,9,99,,0.16,uw,uw10081333,2016-07-24T21:42:42.150Z,"6 km ENE of Government Camp, Oregon",earthquake,0.7,0.57,0.28,1,reviewed,uw,uw
1980-07-07T01:17:06.170Z,45.2,-121.7343333,12.199,3.2,md,32,257,0.8911,0.31,uw,uw10080978,2016-07-24T21:42:34.490Z,"6 km SSW of Wapanitia, Oregon",earthquake,4.282,2.09,0.11,1,reviewed,uw,uw
1980-02-04T16:11:43.520Z,44.8941667,-121.829,2.698,2.6,md,6,321,0.4497,0.19,uw,uw10075248,2016-07-24T21:23:00.320Z,"29 km NE of Idanha, Oregon",earthquake,1.92,1.25,,3,reviewed,uw,uw
1976-08-25T23:12:45.440Z,45.0318333,-120.9766667,14.685,2.7,md,10,253,,0.71,uw,uw10842053,2016-07-25T00:22:34.200Z,"17 km SSE of Maupin, Oregon",earthquake,0.275,0.42,0.11,1,reviewed,uw,uw
1974-12-13T03:28:54.200Z,45.265,-121.599,22,4.1,mb,,,,,us,usp000093v,2014-11-06T23:21:27.808Z,"Washington-Oregon border region",earthquake,,,,,reviewed,us,us
1974-07-29T03:28:28.670Z,45.797,-122.5833333,11.795,2.8,md,7,310,0.4645,0.01,uw,uw10859223,2016-07-25T00:10:58.690Z,"0 km WNW of Cherry Grove, Washington",earthquake,0.191,0.03,0.06,4,reviewed,uw,uw
1972-11-17T02:15:22.360Z,45.7231667,-122.6801667,10.175,3.1,md,7,312,,0.23,uw,uw10854833,2016-07-24T23:57:57.000Z,"2 km NE of Felida, Washington",earthquake,3.147,6.17,0.11,5,reviewed,uw,uw
1963-12-27T02:36:21.600Z,45.7,-123.4,33,4.5,mb,,,,,ushis,ushis2634,2018-06-04T20:43:45.000Z,"23 km SW of Vernonia, Oregon",earthquake,,,,,reviewed,ushis,us
1963-03-07T23:53:26.500Z,44.877,-122.738,,4.6,mb,,,,,ushis,ushis2596,2018-06-04T20:43:45.000Z,"Oregon",earthquake,,,,,reviewed,ushis,us
1962-11-06T03:36:43.190Z,45.601,-122.601,15,5.16,mw,,,,,iscgem,iscgem875624,2022-04-26T16:13:35.222Z,"5 km E of Bridgeton, Oregon",earthquake,,2.1,0.3,,reviewed,iscgem,iscgem
1961-11-07T01:29:08.400Z,45.7,-122.4,33,4.5,md,,,,,ushis,ushis2527,2018-06-04T20:43:45.000Z,"7 km N of Fern Prairie, Washington",earthquake,,,,,reviewed,ushis,yel
1961-08-23T17:59:47.000Z,42.4,-123.2,,4.6,ml,,,,,ushis,ushis2509,2018-06-04T20:43:45.000Z,"4 km SSW of Rogue River, Oregon",earthquake,,,,,reviewed,ushis,brk
1961-08-19T04:56:24.100Z,44.7,-122.5,33,4.5,uk,,,,,ushis,ushis2507,2018-06-04T20:43:45.000Z,"6 km SSW of Mill City, Oregon",earthquake,,,,,reviewed,ushis,pas
1960-11-08T11:36:27.000Z,44.9,-125.2,,5,ml,,,,,ushis,ushis2469,2018-06-04T20:43:45.000Z,"90 km W of Depoe Bay, Oregon",earthquake,,,,,reviewed,ushis,brk
1959-08-21T00:28:17.000Z,44.8,-124.7,,4.6,ml,,,,,ushis,ushis2406,2018-06-04T20:43:45.000Z,"50 km W of Depoe Bay, Oregon",earthquake,,,,,reviewed,ushis,brk
1959-08-04T23:53:30.000Z,45.683,-122.267,,4.7,ml,,,,,ushis,ushis2391,2018-06-04T20:43:45.000Z,"11 km ENE of Fern Prairie, Washington",earthquake,,,,,reviewed,ushis,epb
1957-11-17T06:00:29.000Z,45.3,-123.8,,4,ml,,,,,ushis,ushis2269,2018-06-04T20:43:44.000Z,"3 km NE of Beaver, Oregon",earthquake,,,,,reviewed,ushis,brk
1953-12-16T04:32:12.000Z,45.5,-122.7,,5,uk,,,,,ushis,ushis1907,2018-06-04T20:43:44.000Z,"3 km SW of Portland, Oregon",earthquake,,,,,reviewed,ushis,epb
1925-06-04T12:02:59.280Z,43.01,-125.028,15,5.96,mw,,,,,iscgem,iscgem910527,2022-04-25T23:26:29.018Z,"48 km WNW of Langlois, Oregon",earthquake,,25,0.2,,reviewed,iscgem,iscgem
